LocMailCnt,count,timestamp,gear,tsns.hasTemp,tsns.temp,Gyro.hasTemp,Gryo.temp,Gyro.hasX,Gyro.x,Gyro.hasY,Gyro.y,Gyro.hasZ,Gyro.z,Gsns.hasTemp,Gsns.temp,Gsns.hasX,Gsns.x,Gsns.hasY,Gsns.y,Gsns.hasZ,Gsns.z,Pls.cycleTime,Pls.cycleCount,Pls.pulseCount
13992,182,1404045,1,0,0,1,34,1,-366.400146,1,11.200005,1,97.800034,0,0,1,-1067.989136,1,-1719.982422,1,16008.43652,36249,1,2
13993,183,1404145,1,0,0,1,34,1,-268.400116,1,16.800005,1,58.600025,0,0,1,-770.792175,1,-1291.586914,1,16879.42969,36172,1,1
13993,183,1404145,1,0,0,1,34,1,-40.800018,1,-91.600037,1,54.600021,0,0,1,-807.591736,1,-1882.78064,1,16612.42969,72140,2,1
13994,184,1404245,1,0,0,1,34,1,87.000038,1,-138.000046,1,53.800026,0,0,1,-784.391968,1,-1657.783203,1,16332.63184,36096,1,2
13994,184,1404245,1,0,0,1,34,1,150.000061,1,-97.400047,1,93.600037,0,0,1,-764.392151,1,-1735.782227,1,16168.23438,72192,2,1
13995,185,1404344,1,0,0,1,34,1,168.400055,1,-111.000046,1,54.20002,0,0,1,-539.594482,1,-1627.583374,1,16274.83301,36044,1,1
13995,185,1404344,1,0,0,1,34,1,223.200104,1,-193.400085,1,-8.000003,0,0,1,-430.995605,1,-1600.58374,1,15912.83691,71884,2,2
13996,186,1404442,1,0,0,1,34,1,214.600098,1,-296.400116,1,-42.800014,0,0,1,-50.799488,1,-1615.183472,1,15630.24023,35891,1,1
13996,186,1404442,1,0,0,1,34,1,183.600067,1,-332.200134,1,-112.400047,0,0,1,-697.392944,1,-1761.781982,1,15973.03711,71755,2,2
13997,187,1404544,1,0,0,1,34,1,248.000122,1,-191.200089,1,-169.600067,0,0,1,-332.196594,1,-1593.783691,1,15857.63867,35865,1,1
13997,187,1404544,1,0,0,1,34,1,265.200104,1,-421.400208,1,-180.000076,0,0,1,-688.792969,1,-1854.781128,1,16137.23535,35737,1,1
13998,188,1404642,1,0,0,1,34,1,222.000092,1,-409.400146,1,-154.600082,0,0,1,-219.79776,1,-1708.58252,1,15725.43848,35712,1,2
13998,188,1404642,1,0,0,1,34,1,236.400116,1,-636.400269,1,-109.600044,0,0,1,-575.594116,1,-1941.580322,1,16313.43262,71346,2,1
13999,189,1404743,1,0,0,1,34,1,49.600021,1,-615.600281,1,-96.000038,0,0,1,-749.392334,1,-1740.982178,1,16635.42969,35609,1,2
13999,189,1404743,1,0,0,1,34,1,-74.200027,1,-470.400208,1,-151.000061,0,0,1,-809.591736,1,-1889.380737,1,16699.22852,71013,2,1
14000,190,1404846,1,0,0,1,34,1,-221.600098,1,-475.200226,1,-167.40007,0,0,1,-1359.986084,1,-1987.779785,1,16586.83203,35404,1,1
14000,190,1404846,1,0,0,1,34,1,-314.600128,1,-227.400085,1,-213.000092,0,0,1,-642.393433,1,-1795.181641,1,16656.83008,70732,2,2
14001,191,1404942,1,0,0,1,34,1,-371.000153,1,-389.600128,1,-180.800079,0,0,1,-853.991333,1,-1576.783936,1,16711.83008,35276,1,1
14001,191,1404942,1,0,0,1,34,1,-350.000153,1,-311.000122,1,-164.800064,0,0,1,-415.595764,1,-1462.584961,1,16080.23633,70476,2,2
14002,192,1405046,1,0,0,1,34,1,-198.400085,1,-346.600128,1,-187.000092,0,0,1,-1308.786621,1,-1824.981323,1,16228.83398,35225,1,1
14002,192,1405046,1,0,0,1,34,1,-27.400015,1,-138.400055,1,-188.600082,0,0,1,-978.190063,1,-1292.986816,1,16032.03516,70373,2,2
14003,193,1405148,1,0,0,1,34,1,157.000061,1,-34.800014,1,-246.000092,0,0,1,-975.390015,1,-1586.183838,1,16224.63477,35148,1,1
14003,193,1405148,1,0,0,1,34,1,289.400116,1,7.600003,1,-223.000092,0,0,1,-929.590515,1,-1724.182373,1,15984.23633,35174,1,1
14004,194,1405246,1,0,0,1,34,1,251.200104,1,68.200035,1,-209.200089,0,0,1,-801.591858,1,-1597.383667,1,16085.03711,35071,1,2
14004,194,1405246,1,0,0,1,34,1,214.600098,1,-86.000031,1,-188.800079,0,0,1,-863.791138,1,-1788.381836,1,16029.63574,70015,2,1
14005,195,1405342,1,0,0,1,34,1,131.000046,1,113.000053,1,-251.400101,0,0,1,-1149.588257,1,-1937.980225,1,15951.43652,35046,1,2
14005,195,1405342,1,0,0,1,34,1,-84.800034,1,232.200089,1,-283.400146,0,0,1,-809.191711,1,-1726.582275,1,16415.0332,69784,2,1
14006,196,1405454,1,0,0,1,34,1,-166.000061,1,204.000092,1,-304.400116,0,0,1,-730.392517,1,-1866.380981,1,16464.83203,34841,1,2
14006,196,1405454,1,0,0,1,34,1,-175.800064,1,104.800041,1,-286.000122,0,0,1,-728.792603,1,-1783.981689,1,16811.22852,69529,2,1
14007,197,1405544,1,0,0,1,34,1,-231.400085,1,109.600044,1,-234.000076,0,0,1,-631.99353,1,-1651.183105,1,15995.03516,34713,1,1
14007,197,1405544,1,0,0,1,34,1,-186.600067,1,124.000061,1,-240.000107,0,0,1,-727.792542,1,-1594.383789,1,16287.23535,69349,2,2
14008,198,1405646,1,0,0,1,34,1,-55.800022,1,111.400055,1,-272.80014,0,0,1,-659.39325,1,-1539.984375,1,16437.63281,34611,1,1
14008,198,1405646,1,0,0,1,34,1,78.40004,1,-26.600008,1,-238.600098,0,0,1,-746.392395,1,-1609.383545,1,16236.83398,69221,2,2
14009,199,1405746,1,0,0,1,34,1,156.600067,1,-66.600029,1,-185.200089,0,0,1,-913.990662,1,-1786.181641,1,15852.23731,34560,1,1
14009,199,1405746,1,0,0,1,34,1,238.400085,1,53.400024,1,-178.000092,0,0,1,-930.99054,1,-1858.981079,1,15940.63672,69119,2,2
14010,200,1405841,1,0,0,1,34,1,286.80011,1,96.000046,1,-175.600082,0,0,1,-797.991821,1,-2268.776611,1,16091.63477,34611,1,1
14010,200,1405841,1,0,0,1,34,1,292.000092,1,-60.400024,1,-159.600067,0,0,1,-852.391296,1,-2333.17627,1,16211.43359,69145,2,2
14011,201,1405946,1,0,0,1,34,1,255.000092,1,-23.400009,1,-115.400055,0,0,1,-868.191162,1,-2935.369873,1,16289.83398,34611,1,1
14011,201,1405946,1,0,0,1,34,1,117.400055,1,122.800041,1,-118.000053,0,0,1,-958.39032,1,-2943.169922,1,16025.23633,34636,1,1
14012,202,1406047,1,0,0,1,34,1,-27.00001,1,178.40007,1,-164.200073,0,0,1,-830.391541,1,-2685.172852,1,16278.03223,34611,1,2
14012,202,1406047,1,0,0,1,34,1,-80.000031,1,81.000031,1,-165.600082,0,0,1,-678.993042,1,-3130.768066,1,16353.03223,69247,2,1
14013,203,1406144,1,0,0,1,34,1,-143.600067,1,34.400013,1,-119.000046,0,0,1,-830.391418,1,-2961.969727,1,15759.63867,34713,1,2
14013,203,1406144,1,0,0,1,34,1,-49.400024,1,16.400005,1,-76.000031,0,0,1,-1032.189575,1,-2977.169678,1,16170.23535,69606,2,1
14014,204,1406242,1,0,0,1,34,1,74.600029,1,148.600067,1,-67.200027,0,0,1,-983.98999,1,-2860.170654,1,16288.23438,34867,1,2
14014,204,1406242,1,0,0,1,34,1,251.200104,1,41.600018,1,-43.600021,0,0,1,-864.391235,1,-2990.569092,1,15790.63672,69912,2,1
14015,205,1406345,1,0,0,1,34,1,266.000122,1,52.800022,1,-9.600004,0,0,1,-972.190063,1,-2817.971436,1,15930.83789,35097,1,2
14015,205,1406345,1,0,0,1,34,1,281.400146,1,144.800064,1,-1.800001,0,0,1,-992.589844,1,-3246.166748,1,15643.24023,70270,2,1
14016,206,1406444,1,0,0,1,34,1,177.800079,1,178.600067,1,-6.000002,0,0,1,-1000.189819,1,-3238.967041,1,15990.63672,35174,1,1
14016,206,1406444,1,0,0,1,34,1,147.600052,1,221.800095,1,-23.60001,0,0,1,-914.790771,1,-3176.16748,1,15446.44238,70553,2,2
14017,207,1406545,1,0,0,1,34,1,147.000061,1,109.600044,1,-9.600004,0,0,1,-679.593018,1,-3313.566162,1,15314.04395,35404,1,1
14017,207,1406545,1,0,0,1,34,1,186.000061,1,-6.600003,1,1.400001,0,0,1,-659.593323,1,-3509.763916,1,15641.04004,71064,2,2
14018,208,1406642,1,0,0,1,34,1,343.600159,1,-10.200006,1,-7.800004,0,0,1,-790.591919,1,-3731.161865,1,15949.23633,35686,1,1
14018,208,1406642,1,0,0,1,34,1,430.600189,1,49.000023,1,-13.000005,0,0,1,-919.390686,1,-4148.357422,1,15618.83984,35788,1,1
14019,209,1406742,1,0,0,1,34,1,544.000183,1,84.200035,1,-8.600003,0,0,1,-718.192627,1,-4599.553223,1,15534.84082,35968,1,2
14019,209,1406742,1,0,0,1,34,1,535.200256,1,-9.800003,1,14.600006,0,0,1,-554.794312,1,-4756.751953,1,15593.04102,72499,2,1
14020,210,1406846,1,0,0,1,34,1,452.000214,1,-123.800049,1,38.000015,0,0,1,-625.393616,1,-5007.548828,1,15447.44336,36480,1,2
14020,210,1406846,1,0,0,1,34,1,350.000153,1,-129.200058,1,31.200012,0,0,1,-627.793579,1,-4938.349609,1,15888.23828,73369,2,1
14021,211,1406941,1,0,0,1,34,1,244.600113,1,-127.800056,1,21.200008,0,0,1,-1146.188232,1,-4755.951172,1,16087.63672,36864,1,1
14021,211,1406941,1,0,0,1,34,1,51.000023,1,23.20001,1,-19.400007,0,0,1,-1054.589233,1,-4549.553711,1,16189.63379,74214,2,2
14022,212,1407042,1,0,0,1,34,1,-147.000061,1,78.800034,1,-18.000008,0,0,1,-828.191467,1,-4272.15625,1,16262.2334,37350,1,1
14022,212,1407042,1,0,0,1,34,1,-308.200134,1,63.600029,1,-4.400002,0,0,1,-1053.589355,1,-4200.757324,1,16101.43652,37401,1,1
14023,213,1407141,1,0,0,1,34,1,-324.400116,1,106.600044,1,1.800001,0,0,1,-981.590088,1,-3831.76123,1,16030.23633,37555,1,2
14023,213,1407141,1,0,0,1,34,1,-260.80011,1,134.000061,1,24.20001,0,0,1,-1025.789429,1,-4017.359131,1,16037.63379,75545,2,1
14024,214,1407245,1,0,0,1,34,1,-137.600052,1,69.000038,1,79.400032,0,0,1,-1171.787964,1,-3930.359863,1,15854.63867,37964,1,1
14024,214,1407245,1,0,0,1,34,1,-65.800026,1,118.40004,1,108.20005,0,0,1,-979.98999,1,-3954.359863,1,15788.23731,38144,1,2
14025,215,1407345,1,0,0,1,34,1,-5.800002,1,95.200043,1,129.000046,0,0,1,-1107.788696,1,-4029.759033,1,16046.03613,38246,1,1
14025,215,1407345,1,0,0,1,34,1,-25.400011,1,211.800095,1,137.000046,0,0,1,-1074.189087,1,-4042.558838,1,16035.63672,76927,2,1
14026,216,1407443,1,0,0,1,34,1,-84.200035,1,266.80011,1,126.800041,0,0,1,-1014.589661,1,-4177.757324,1,16074.03516,38681,1,1
14026,216,1407443,1,0,0,1,34,1,-153.40007,1,170.000076,1,123.800064,0,0,1,-839.991394,1,-4076.358154,1,15734.03906,77797,2,2
14027,217,1407540,1,0,0,1,34,1,-104.40004,1,117.000038,1,107.400032,0,0,1,-788.191895,1,-4099.958008,1,15602.44141,39142,1,1
14027,217,1407540,1,0,0,1,34,1,7.200003,1,116.400047,1,129.600052,0,0,1,-695.792908,1,-4649.751953,1,15679.43945,39424,1,1
14028,218,1407641,1,0,0,1,34,1,98.600037,1,83.800034,1,145.40007,0,0,1,-873.19104,1,-4774.351562,1,16060.83594,39475,1,1
14028,218,1407641,1,0,0,1,34,1,219.200089,1,137.800049,1,117.800041,0,0,1,-951.990295,1,-5082.148438,1,15660.43945,79948,2,2
14029,219,1407743,1,0,0,1,34,1,239.400101,1,252.200104,1,70.600029,0,0,1,-793.991821,1,-5375.14502,1,15832.83691,40396,1,1
14029,219,1407743,1,0,0,1,34,1,249.400101,1,242.000137,1,50.000019,0,0,1,-545.594482,1,-5375.544434,1,15505.84277,40678,1,1
14030,220,1407840,1,0,0,1,34,1,298.400116,1,-32.400013,1,91.000046,0,0,1,-680.193054,1,-5551.543457,1,15440.44434,41062,1,1
14030,220,1407840,1,0,0,1,34,1,200.800079,1,-29.400013,1,113.600044,0,0,1,-569.994141,1,-5349.545898,1,16072.43555,82968,2,2
14031,221,1407943,1,0,0,1,34,1,101.800041,1,64.200027,1,101.600044,0,0,1,-415.19577,1,-5145.747559,1,15938.63867,41958,1,1
14031,221,1407943,1,0,0,1,34,1,40.20002,1,58.600025,1,89.400032,0,0,1,-797.391846,1,-5295.145508,1,15467.44043,42316,1,1
14032,222,1408043,1,0,0,1,34,1,47.20002,1,160.200073,1,53.600025,0,0,1,-867.991211,1,-5469.543945,1,16231.83301,42649,1,1
14032,222,1408043,1,0,0,1,34,1,25.800013,1,166.40007,1,55.000023,0,0,1,-644.793457,1,-5337.345703,1,15632.03906,43007,1,1
14033,223,1408147,1,0,0,1,34,1,6.000001,1,0.8,1,84.600037,0,0,1,-618.193665,1,-5083.348145,1,15510.24219,43289,1,1
14033,223,1408147,1,0,0,1,34,1,-94.000038,1,6.400003,1,87.600037,0,0,1,-615.993713,1,-5032.348633,1,16292.43457,87782,2,2
14034,224,1408244,1,0,0,1,34,1,-66.000023,1,93.400032,1,62.000023,0,0,1,-770.192139,1,-5005.548828,1,15282.44531,44441,1,1
14034,224,1408244,1,0,0,1,34,1,-7.200003,1,81.800034,1,20.000008,0,0,1,-485.195007,1,-4896.150391,1,15644.24023,44825,1,1
14035,225,1408344,1,0,0,1,34,1,51.000023,1,-26.800013,1,26.600012,0,0,1,-749.192383,1,-4928.149414,1,15630.04102,45209,1,1
14035,225,1408344,1,0,0,1,34,1,0.4,1,8.400004,1,49.000023,0,0,1,-776.592102,1,-4779.750977,1,16032.63574,45491,1,1
14036,226,1408440,1,0,0,1,34,1,-4.200002,1,66.200027,1,44.200016,0,0,1,-678.393127,1,-4617.152832,1,15497.24219,45824,1,1
14036,226,1408440,1,0,0,1,34,1,29.000011,1,-80.600037,1,44.20002,0,0,1,-396.595947,1,-4454.554199,1,15941.03809,46310,1,1
14037,227,1408552,1,0,0,1,34,1,14.600007,1,-147.200058,1,31.400013,0,0,1,-752.392334,1,-4539.553711,1,15645.64063,46566,1,1
14037,227,1408552,1,0,0,1,34,1,14.200007,1,-0.8,1,25.400011,0,0,1,-536.394531,1,-4458.154785,1,15732.43945,46873,1,1
14038,228,1408643,1,0,0,1,34,1,-1.600001,1,-105.000038,1,66.200027,0,0,1,-757.792297,1,-4429.754883,1,15819.23828,47155,1,1
14038,228,1408643,1,0,0,1,34,1,51.000023,1,-132.200058,1,92.40004,0,0,1,-708.19281,1,-4211.356934,1,15729.4375,47539,1,1
14039,229,1408743,1,0,0,1,34,1,97.400047,1,-64.800034,1,86.000031,0,0,1,-873.991089,1,-4335.755859,1,15702.83887,47795,1,1
14039,229,1408743,1,0,0,1,34,1,157.800064,1,-70.000023,1,47.200016,0,0,1,-684.192993,1,-4418.155273,1,15472.44238,48179,1,1
14040,230,1408840,1,0,0,1,34,1,180.800079,1,-146.000061,1,39.600014,0,0,1,-593.593994,1,-4288.956055,1,15884.83594,48588,1,1
14040,230,1408840,1,0,0,1,34,1,180.600082,1,-168.40007,1,57.400024,0,0,1,-923.790588,1,-4580.353027,1,16141.63574,48895,1,1
14041,231,1408945,1,0,0,1,34,1,63.800022,1,-82.200035,1,95.40004,0,0,1,-867.791138,1,-4450.954102,1,16246.83398,49254,1,2
14041,231,1408945,1,0,0,1,34,1,-62.800026,1,-138.800064,1,94.200035,0,0,1,-657.39325,1,-4402.555176,1,16157.23438,49561,1,1
14042,232,1409043,1,0,0,1,34,1,-206.200073,1,-153.000061,1,56.800022,0,0,1,-1002.789795,1,-4211.957031,1,15890.23926,49894,1,0
14042,232,1409043,1,0,0,1,34,1,-248.600098,1,6.600003,1,56.400028,0,0,1,-663.193237,1,-4239.557129,1,15793.4375,50252,1,1
14043,233,1409141,1,0,0,1,34,1,-209.400085,1,-76.600029,1,35.000015,0,0,1,-994.589722,1,-4147.557617,1,15588.04102,50585,1,1
14043,233,1409141,1,0,0,1,34,1,-230.000092,1,-55.800026,1,51.000023,0,0,1,-689.192993,1,-4040.95874,1,15630.43945,50918,1,1
14044,234,1409240,1,0,0,1,34,1,-194.400085,1,-102.800049,1,78.800041,0,0,1,-685.79303,1,-4145.557617,1,16196.43555,51379,1,1
14044,234,1409240,1,0,0,1,34,1,-91.200035,1,-156.200058,1,85.000038,0,0,1,-686.593018,1,-3971.959473,1,16054.63672,51660,1,1
14045,235,1409344,1,0,0,1,34,1,63.200027,1,-137.800064,1,54.400021,0,0,1,-617.793701,1,-4118.35791,1,16072.23633,52121,1,1
14045,235,1409344,1,0,0,1,34,1,106.400047,1,-255.200119,1,60.000023,0,0,1,-719.992676,1,-4052.158691,1,16105.63477,52428,1,1
14046,236,1409448,1,0,0,1,34,1,97.000046,1,-215.000092,1,38.800018,0,0,1,-1083.78894,1,-4145.157715,1,16136.03516,52940,1,1
14046,236,1409448,1,0,0,1,34,1,-3.400004,1,-84.600037,1,28.600012,0,0,1,-1001.589722,1,-3918.159912,1,15634.44043,53222,1,1
14047,237,1409541,1,0,0,1,34,1,-76.400032,1,-8.600005,1,45.800018,0,0,1,-1134.78833,1,-4089.358398,1,15993.43555,53580,1,1
14047,237,1409541,1,0,0,1,34,1,-155.600067,1,-46.400021,1,64.800026,0,0,1,-667.993225,1,-3827.160889,1,15323.64356,53939,1,1
14048,238,1409639,1,0,0,1,34,1,-129.40004,1,-71.600029,1,67.800026,0,0,1,-1062.189209,1,-4066.558594,1,15818.83789,54502,1,1
14048,238,1409639,1,0,0,1,34,1,-58.400024,1,32.000011,1,69.000023,0,0,1,-969.190063,1,-3969.958984,1,15672.63965,54860,1,1
14049,239,1409743,1,0,0,1,34,1,-28.000011,1,48.000023,1,53.000019,0,0,1,-829.991455,1,-3710.362549,1,16306.63379,55296,1,1
14049,239,1409743,1,0,0,1,34,1,34.400013,1,-6.200003,1,51.600018,0,0,1,-780.192017,1,-3876.1604,1,15976.43652,55603,1,1
14050,240,1409840,1,0,0,1,34,1,145.200073,1,-93.000038,1,58.800026,0,0,1,-948.790344,1,-3733.161865,1,15853.83691,0,0,1
14050,240,1409840,1,0,0,1,34,1,164.200073,1,33.400013,1,27.000013,0,0,1,-823.991638,1,-3946.359863,1,16317.03516,56166,1,0
14051,241,1409943,1,0,0,1,34,1,65.800026,1,31.60001,1,17.200006,0,0,1,-1109.788696,1,-3676.762695,1,15780.04004,56601,1,1
14051,241,1409943,1,0,0,1,34,1,-19.400009,1,52.200027,1,34.600014,0,0,1,-764.992188,1,-3702.162109,1,16109.43457,56832,1,1
14052,242,1410042,1,0,0,1,34,1,-164.200073,1,-26.600014,1,43.000019,0,0,1,-889.791016,1,-3500.76416,1,16113.63477,57062,1,1
14052,242,1410042,1,0,0,1,34,1,-221.200089,1,74.600029,1,29.60001,0,0,1,-1012.989746,1,-3557.963379,1,15763.43848,57574,1,1
14053,243,1410144,1,0,0,1,34,1,-178.000076,1,119.000038,1,-11.800005,0,0,1,-845.991394,1,-3552.963623,1,15764.83984,57932,1,1
14053,243,1410144,1,0,0,1,34,1,-52.000019,1,74.200027,1,-1.2,0,0,1,-760.392273,1,-3540.763672,1,15892.03809,58188,1,1
14054,244,1410240,1,0,0,1,34,1,-66.400024,1,30.600014,1,36.000015,0,0,1,-762.392273,1,-3309.766113,1,15770.03809,0,0,0
14054,244,1410240,1,0,0,1,34,1,21.600008,1,57.400021,1,65.600029,0,0,1,-710.992737,1,-3449.164551,1,15934.83691,58547,1,1
14055,245,1410341,1,0,0,1,34,1,78.000038,1,-32.800014,1,56.600021,0,0,1,-973.390137,1,-3272.166748,1,16196.63379,59212,1,1
14055,245,1410341,1,0,0,1,34,1,66.600029,1,75.600037,1,30.200012,0,0,1,-863.791138,1,-3381.365479,1,15523.24121,59468,1,1
14056,246,1410439,1,0,0,1,34,1,116.800056,1,-26.00001,1,4.600002,0,0,1,-783.791931,1,-3284.166504,1,16123.03516,59801,1,1
14056,246,1410439,1,0,0,1,34,1,235.600082,1,-90.800041,1,19.200008,0,0,1,-988.989868,1,-3359.365479,1,16114.23438,60262,1,1
14057,247,1410542,1,0,0,1,34,1,205.000092,1,-25.20001,1,61.000019,0,0,1,-986.989868,1,-3431.164551,1,15984.43652,0,0,0
14057,247,1410542,1,0,0,1,34,1,82.600037,1,-59.400028,1,133.400055,0,0,1,-1171.988159,1,-3142.567627,1,15613.63965,60544,1,1
14058,248,1410640,1,0,0,1,34,1,46.000019,1,-60.400024,1,187.200073,0,0,1,-1359.986206,1,-3016.56958,1,15593.24023,60697,1,1
14058,248,1410640,1,0,0,1,34,1,113.40004,1,132.600052,1,219.000092,0,0,1,-1377.385986,1,-2846.970703,1,15755.44043,61107,1,1
14059,249,1410740,1,0,0,1,34,1,141.200058,1,290.000092,1,180.600082,0,0,1,-1119.38855,1,-3001.569336,1,16060.83398,61465,1,1
14059,249,1410740,1,0,0,1,34,1,162.200058,1,284.400116,1,151.400055,0,0,1,-856.591309,1,-3127.967773,1,16267.03418,61695,1,1
14060,250,1410843,1,0,0,1,34,1,125.800056,1,138.600067,1,142.000046,0,0,1,-698.592834,1,-2761.971924,1,15815.03809,0,0,0
14060,250,1410843,1,0,0,1,34,1,107.800049,1,86.800034,1,198.600082,0,0,1,-584.794006,1,-3014.169189,1,16135.43652,61798,1,1
14061,251,1410941,1,0,0,1,34,1,114.400047,1,-156.600067,1,246.800095,0,0,1,-575.394104,1,-2778.171631,1,16394.23242,62003,1,1
14061,251,1410941,1,0,0,1,34,1,223.400101,1,-304.600128,1,263.000092,0,0,1,-807.191711,1,-2991.56958,1,15732.83984,62310,1,1
14062,252,1411046,1,0,0,1,34,1,181.400085,1,-340.200165,1,233.000107,0,0,1,-1007.789673,1,-2903.170654,1,15874.23731,0,0,1
14062,252,1411046,1,0,0,1,34,1,111.400032,1,-270.400116,1,153.400055,0,0,1,-1496.984619,1,-2824.971191,1,15777.83887,62489,1,0
14063,253,1411143,1,0,0,1,34,1,36.600014,1,43.20002,1,86.40004,0,0,1,-1707.982666,1,-3187.767334,1,16073.83398,62796,1,1
14063,253,1411143,1,0,0,1,34,1,-91.800041,1,329.000153,1,41.400021,0,0,1,-1145.188232,1,-2790.171875,1,16122.03516,62873,1,1
14064,254,1411239,1,0,0,1,34,1,-71.600029,1,270.000122,1,88.800034,0,0,1,-793.591919,1,-2901.570068,1,16158.23438,63001,1,1
14064,254,1411239,1,0,0,1,34,1,3.400001,1,161.600067,1,172.000076,0,0,1,-762.592224,1,-2927.570068,1,15816.43848,63257,1,1
14065,255,1411339,1,0,0,1,34,1,68.400024,1,125.20005,1,187.000076,0,0,1,-520.794678,1,-2670.772461,1,16585.62891,0,0,0
14065,255,1411339,1,0,0,1,34,1,100.40004,1,-15.000009,1,160.200073,0,0,1,-664.59314,1,-2876.770264,1,15790.83789,63539,1,1
14066,0,1411439,1,0,0,1,34,1,158.800079,1,-147.200058,1,126.000053,0,0,1,-575.794128,1,-2863.970703,1,15623.04199,63795,1,1
14066,0,1411439,1,0,0,1,34,1,140.200073,1,-148.200058,1,57.400024,0,0,1,-821.991638,1,-2920.970215,1,15947.23828,64000,1,1
14067,1,1411543,1,0,0,1,34,1,38.200016,1,-34.600014,1,-23.800009,0,0,1,-833.191467,1,-2766.171875,1,16253.23438,0,0,0
14067,1,1411543,1,0,0,1,34,1,66.800018,1,29.000011,1,-104.600044,0,0,1,-869.591187,1,-2783.371826,1,16140.43457,64179,1,1
14068,2,1411641,1,0,0,1,34,1,96.000046,1,53.600025,1,-166.600067,0,0,1,-743.992371,1,-2923.969971,1,15683.24023,64332,1,1
14068,2,1411641,1,0,0,1,34,1,162.000076,1,88.000038,1,-191.200089,0,0,1,-1007.389771,1,-2735.572021,1,15951.43652,64588,1,1
14069,3,1411739,1,0,0,1,34,1,180.600082,1,191.400085,1,-151.600052,0,0,1,-547.194397,1,-2875.770508,1,16185.83594,0,0,1
14069,3,1411739,1,0,0,1,34,1,177.800064,1,20.800009,1,-123.200058,0,0,1,-629.793579,1,-3062.96875,1,16218.83301,64896,1,0
14070,4,1411842,1,0,0,1,34,1,131.600052,1,-60.400024,1,-107.400047,0,0,1,-694.392883,1,-2919.970459,1,16215.43457,65075,1,1
14070,4,1411842,1,0,0,1,34,1,43.400013,1,-13.600005,1,-150.000076,0,0,1,-789.79187,1,-2926.369873,1,15991.23731,65228,1,1
14071,5,1411940,1,0,0,1,34,1,-75.200035,1,47.400017,1,-169.000076,0,0,1,-814.791748,1,-2780.171875,1,15913.63672,0,0,1
14071,5,1411940,1,0,0,1,34,1,-16.400007,1,33.000015,1,-160.000076,0,0,1,-1021.189514,1,-2769.771973,1,16028.63574,65382,1,0
14072,6,1412040,1,0,0,1,34,1,40.200016,1,141.000061,1,-159.600067,0,0,1,-902.790771,1,-2935.169922,1,15886.23828,65561,1,1
14072,6,1412040,1,0,0,1,34,1,56.600029,1,195.600067,1,-135.600052,0,0,1,-817.591614,1,-2871.570801,1,16233.63477,65843,1,1
14073,7,1412143,1,0,0,1,34,1,-40.800018,1,96.600044,1,-138.200058,0,0,1,-804.591797,1,-2851.970947,1,16246.03418,0,0,1
14073,7,1412143,1,0,0,1,34,1,-76.000031,1,218.400085,1,-160.40007,0,0,1,-614.193665,1,-2929.969971,1,15506.64063,66099,1,0
14074,8,1412242,1,0,0,1,34,1,-87.000038,1,65.800026,1,-134.200058,0,0,1,-483.595093,1,-2835.77124,1,16394.23242,66176,1,1
14074,8,1412242,1,0,0,1,34,1,-49.800018,1,-77.200035,1,-94.40004,0,0,1,-238.197586,1,-2703.172363,1,16004.63672,66431,1,1
14075,9,1412343,1,0,0,1,34,1,32.200012,1,-178.800079,1,-106.20005,0,0,1,-754.192322,1,-2845.970947,1,15890.03711,0,0,1
14075,9,1412343,1,0,0,1,34,1,139.400055,1,-155.800064,1,-110.600044,0,0,1,-565.194275,1,-2882.570801,1,16022.23633,66534,1,0
14076,10,1412441,1,0,0,1,34,1,226.000107,1,-173.000061,1,-126.400063,0,0,1,-1244.387329,1,-3427.564941,1,15861.43848,66969,1,1
14076,10,1412441,1,0,0,1,34,1,179.40007,1,-6.600001,1,-154.40007,0,0,1,-1097.188843,1,-3209.566895,1,15808.03906,67404,1,1
14077,11,1412539,1,0,0,1,34,1,191.800079,1,269.200134,1,-186.200089,0,0,1,-1167.988159,1,-3747.761719,1,15799.04004,0,0,1
14077,11,1412539,1,0,0,1,34,1,211.600082,1,290.80014,1,-158.000076,0,0,1,-565.594238,1,-3580.563232,1,15956.83594,67840,1,0
14078,12,1412641,1,0,0,1,34,1,229.000092,1,163.600067,1,-130.800064,0,0,1,-645.393433,1,-3753.361328,1,15928.23828,68377,1,1
14078,12,1412641,1,0,0,1,34,1,209.600082,1,237.200089,1,-121.000046,0,0,1,-373.796173,1,-3756.761475,1,15941.23926,69043,1,1
14079,13,1412739,1,0,0,1,34,1,207.000107,1,94.200035,1,-109.800041,0,0,1,-390.396027,1,-4001.759033,1,15988.03809,0,0,1
14079,13,1412739,1,0,0,1,34,1,190.800079,1,-141.600052,1,-61.600021,0,0,1,-452.595367,1,-3734.362061,1,15771.43848,69708,1,0
14080,14,1412842,1,0,0,1,34,1,214.800095,1,-281.80011,1,-10.800005,0,0,1,-439.995483,1,-3983.15918,1,15788.23731,70399,1,1
14080,14,1412842,1,0,0,1,34,1,160.200073,1,-316.400116,1,22.800009,0,0,1,-709.19281,1,-3954.559814,1,16116.83594,71244,1,1
14081,15,1412940,1,0,0,1,34,1,150.600067,1,-294.000122,1,5.400002,0,0,1,-1103.98877,1,-3995.359131,1,15778.23926,0,0,0
