# TimeStamp,latitude(deg),longitude(deg),height(m),std_n(m),std_e(m),std_d(m)
1300412,37.400373333,127.111608333,32.900,20.990,14.730,14.000
1301409,37.400378333,127.111605000,32.500,18.930,13.170,12.370
1302414,37.400395000,127.111616667,32.100,20.040,13.850,12.860
1303411,37.400416667,127.111621667,32.000,20.310,14.000,12.880
1304461,37.400436667,127.111628333,32.000,20.570,14.150,12.770
1305412,37.400455000,127.111643333,32.000,20.070,13.800,12.110
1306410,37.400450000,127.111643333,32.000,22.670,15.460,13.280
1307417,37.400466667,127.111660000,31.900,20.520,13.930,11.830
1308414,37.400480000,127.111665000,31.800,21.570,14.580,12.290
1309466,37.400460000,127.111645000,32.000,23.040,15.570,13.320
1310421,37.400411667,127.111605000,31.900,24.460,16.640,14.130
1311420,37.400396667,127.111595000,32.100,21.780,14.810,12.570
1312423,37.400358333,127.111573333,31.800,23.410,16.030,13.780
1313424,37.400350000,127.111568333,32.000,24.040,16.530,14.150
1314469,37.400331667,127.111556667,32.100,23.990,16.540,14.140
1315423,37.400311667,127.111533333,32.000,24.010,16.560,14.170
1316425,37.400290000,127.111515000,32.100,24.050,16.620,14.220
1317425,37.400273333,127.111495000,31.700,23.950,16.590,14.190
1318423,37.400253333,127.111470000,31.200,23.980,16.640,14.240
1319472,37.400238333,127.111445000,30.900,23.770,16.330,14.430
1320427,37.400223333,127.111418333,30.500,23.850,15.760,14.780
1321426,37.400215000,127.111420000,30.500,22.900,15.130,14.410
1322429,37.400196667,127.111426667,30.600,22.490,14.940,14.320
1323429,37.400191667,127.111433333,30.900,22.020,14.750,14.140
1324471,37.400181667,127.111435000,31.300,21.770,14.740,14.080
1325432,37.400161667,127.111441667,31.200,20.740,14.220,13.380
1326431,37.400138333,127.111433333,31.300,19.910,13.760,12.730
1327434,37.400131667,127.111436667,31.500,19.940,13.890,12.680
1328436,37.400126667,127.111436667,31.500,21.630,15.030,13.700
1329482,37.400118333,127.111451667,31.500,21.990,14.630,13.890
1330437,37.400136667,127.111463333,32.000,21.120,14.730,14.240
1331434,37.400135000,127.111461667,32.100,19.710,13.800,13.220
1332437,37.400141667,127.111461667,32.100,19.900,13.950,13.220
1333434,37.400143333,127.111453333,32.200,19.790,13.940,13.040
1334484,37.400155000,127.111450000,32.400,19.750,13.970,12.990
1335439,37.400175000,127.111448333,32.700,20.380,14.050,13.320
1336438,37.400193333,127.111450000,32.800,20.520,13.910,13.270
1337437,37.400193333,127.111438333,33.100,23.290,15.560,14.850
1338435,37.400201667,127.111438333,33.000,28.020,18.680,16.110
1339484,37.400206667,127.111433333,33.000,24.700,16.340,13.880
1340438,37.400208333,127.111431667,33.000,23.210,15.260,12.780
1341438,37.400203333,127.111421667,32.900,23.270,15.260,12.550
1342440,37.400193333,127.111408333,32.500,20.470,13.490,10.920
1343442,37.400186667,127.111391667,32.400,21.690,14.450,11.740
1344491,37.400178333,127.111375000,32.200,21.820,14.800,12.060
1345441,37.400171667,127.111360000,32.000,22.120,15.010,12.380
1346449,37.400163333,127.111360000,32.000,22.370,15.280,12.670
1347438,37.400151667,127.111346667,32.000,22.240,15.270,12.690
1348442,37.400151667,127.111343333,32.000,22.590,15.620,12.960
1349490,37.400131667,127.111325000,31.900,22.580,15.600,13.210
1350440,37.400120000,127.111308333,32.000,22.090,15.320,13.170
1351442,37.400120000,127.111318333,31.900,21.660,15.170,12.880
1352443,37.400111667,127.111310000,31.900,20.550,14.380,12.390
1353441,37.400101667,127.111310000,31.900,20.240,14.160,12.340
1354492,37.400100000,127.111311667,31.900,21.540,15.050,13.220
1355447,37.400100000,127.111315000,31.800,21.000,14.780,12.800
1356448,37.400103333,127.111316667,31.600,21.460,15.080,13.000
1357457,37.400103333,127.111323333,31.600,19.660,13.870,11.930
1358445,37.400108333,127.111341667,31.800,19.630,13.900,11.920
1359506,37.400115000,127.111360000,31.700,21.390,15.150,12.960
1360451,37.400130000,127.111375000,31.800,20.960,14.820,12.640
1361451,37.400148333,127.111380000,31.900,20.520,14.720,12.520
1362452,37.400168333,127.111405000,32.000,20.350,14.690,12.420
1363453,37.400200000,127.111436667,32.400,20.410,14.740,12.420
1364501,37.400226667,127.111461667,32.800,19.640,14.190,11.870
1365452,37.400251667,127.111480000,33.300,18.010,13.000,10.720
1366452,37.400280000,127.111505000,33.800,17.720,12.710,10.320
1367455,37.400293333,127.111516667,34.300,19.220,13.700,10.880
1368455,37.400308333,127.111540000,34.800,19.260,13.660,10.620
1369504,37.400328333,127.111560000,35.500,20.200,14.290,10.880
1370466,37.400350000,127.111576667,36.100,21.890,15.480,11.580
1371447,37.400361667,127.111588333,36.700,21.990,15.520,11.430
1372456,37.400366667,127.111605000,37.400,21.950,15.460,11.440
1373455,37.400376667,127.111621667,38.200,21.000,14.770,10.990
1374501,37.400393333,127.111635000,39.000,20.610,14.470,10.830
1375453,37.400400000,127.111636667,39.700,20.530,14.420,10.850
1376457,37.400390000,127.111630000,40.100,20.450,14.360,10.860
1377456,37.400388333,127.111620000,40.300,20.460,14.400,10.940
1378455,37.400423333,127.111615000,40.300,19.870,14.720,11.270
1379505,37.400440000,127.111606667,40.300,19.310,14.640,11.300
1380456,37.400441667,127.111588333,40.000,19.170,14.760,11.470
1381456,37.400430000,127.111570000,39.600,19.170,14.790,11.510
1382457,37.400421667,127.111548333,39.500,18.700,14.590,11.400
1383458,37.400400000,127.111511667,39.100,18.410,14.310,11.200
1384507,37.400381667,127.111486667,38.900,18.280,14.080,11.040
1385457,37.400361667,127.111461667,38.600,18.590,14.150,11.120
1386461,37.400341667,127.111426667,38.300,19.230,14.460,11.450
1387462,37.400343333,127.111418333,37.800,19.260,14.390,11.470
1388467,37.400345000,127.111413333,37.400,19.110,14.190,11.350
1389508,37.400350000,127.111408333,36.900,19.230,14.200,11.310
1390459,37.400360000,127.111383333,34.900,19.830,14.400,11.550
1391462,37.400368333,127.111371667,33.400,19.230,13.860,11.110
1392462,37.400365000,127.111348333,32.100,19.140,13.700,10.860
1393463,37.400360000,127.111340000,31.600,18.850,13.560,10.520
1394514,37.400343333,127.111311667,30.500,26.660,19.000,14.610
1395459,37.400330000,127.111286667,29.500,26.920,19.060,14.510
1396457,37.400306667,127.111280000,28.800,25.530,18.120,13.580
1397456,37.400295000,127.111265000,28.400,25.760,18.270,13.520
1398461,37.400281667,127.111231667,27.500,20.980,14.810,11.030
1399507,37.400265000,127.111223333,27.300,21.060,14.940,10.990
1400460,37.400251667,127.111226667,27.000,21.030,14.990,10.660
1401458,37.400240000,127.111226667,26.700,23.410,16.750,11.510
1402463,37.400218333,127.111225000,26.400,25.980,18.620,12.330
1403459,37.400210000,127.111230000,26.100,26.540,19.270,12.730
1404508,37.400181667,127.111223333,25.700,26.280,19.230,12.620
1405461,37.400171667,127.111216667,25.600,25.860,19.000,12.400
1406464,37.400168333,127.111211667,25.500,26.460,19.460,12.680
1407463,37.400150000,127.111198333,25.200,26.750,19.650,12.820
1408465,37.400136667,127.111196667,25.000,26.470,19.500,12.790
1409512,37.400116667,127.111186667,24.900,23.410,17.270,11.510
1410472,37.400090000,127.111171667,25.000,24.450,17.990,12.360
1411471,37.400070000,127.111163333,24.900,22.250,16.210,11.530
1412473,37.400058333,127.111150000,24.900,21.800,15.670,11.550
1413475,37.400036667,127.111130000,24.800,21.080,15.100,11.560
1414519,37.400003333,127.111105000,24.600,21.990,15.780,12.450
1415478,37.399993333,127.111096667,24.500,20.450,14.650,11.680
1416481,37.399983333,127.111098333,24.400,21.200,15.060,12.230
1417482,37.399971667,127.111095000,24.200,20.830,14.750,12.120
1418486,37.399961667,127.111086667,24.000,20.790,14.700,12.200
1419519,37.399956667,127.111088333,23.800,20.730,14.630,12.260
1420477,37.399950000,127.111088333,23.500,21.380,15.020,12.490
1421477,37.399950000,127.111091667,23.300,21.800,15.250,12.660
1422479,37.399965000,127.111111667,23.100,20.590,14.350,11.900
1423479,37.399983333,127.111146667,22.900,20.920,14.540,12.050
1424527,37.400015000,127.111180000,22.600,21.310,14.750,12.260
1425481,37.400040000,127.111211667,22.400,21.510,14.850,12.370
1426477,37.400060000,127.111236667,22.300,21.480,14.840,12.350
1427476,37.400073333,127.111253333,22.500,21.400,14.800,12.300
1428478,37.400076667,127.111256667,22.700,21.570,14.940,12.410
1429525,37.400090000,127.111273333,23.000,21.870,15.030,12.560
1430481,37.400115000,127.111283333,23.200,22.680,15.080,13.020
1431479,37.400138333,127.111293333,23.500,22.610,15.020,12.950
1432481,37.400160000,127.111301667,23.700,21.630,14.430,12.250
1433480,37.400175000,127.111301667,23.900,20.640,13.750,11.510
1434526,37.400190000,127.111300000,24.500,25.730,17.360,13.040
1435478,37.400201667,127.111295000,24.800,27.490,18.720,12.680
1436486,37.400160000,127.111256667,24.500,23.760,16.440,11.160
1437484,37.400173333,127.111258333,24.800,19.910,14.510,9.730
1438484,37.400166667,127.111245000,25.000,24.360,18.270,12.030
1439532,37.400170000,127.111245000,25.300,24.270,18.580,12.050
1440484,37.400171667,127.111248333,25.500,24.660,19.150,12.280
1441485,37.400168333,127.111245000,25.700,24.970,19.610,12.460
1442488,37.400161667,127.111236667,25.800,25.010,19.810,12.510
1443491,37.400165000,127.111245000,26.300,25.510,20.320,12.780
1444532,37.400171667,127.111246667,26.700,24.020,19.200,12.100
1445490,37.400173333,127.111243333,26.900,24.780,19.020,12.630
1446488,37.400173333,127.111245000,27.200,23.350,17.890,11.930
1447487,37.400175000,127.111245000,27.500,23.430,17.920,11.970
1448494,37.400181667,127.111245000,27.800,24.060,18.370,12.280
1449539,37.400173333,127.111236667,28.000,20.390,15.510,10.470
1450496,37.400161667,127.111236667,27.900,20.940,15.870,10.860
1451491,37.400171667,127.111260000,27.700,21.420,16.150,11.280
1452492,37.400193333,127.111281667,27.400,21.370,16.040,11.410
1453497,37.400208333,127.111305000,26.900,20.900,15.620,11.540
1454541,37.400201667,127.111323333,26.600,20.310,15.130,11.480
1455497,37.400213333,127.111355000,26.200,20.540,15.240,11.650
1456494,37.400228333,127.111381667,26.000,20.680,15.290,11.770
1457498,37.400235000,127.111400000,25.800,20.570,15.170,11.740
1458497,37.400238333,127.111410000,25.600,20.640,15.200,11.830
1459546,37.400228333,127.111408333,25.600,20.850,15.330,12.000
1460499,37.400228333,127.111410000,25.600,20.780,15.220,11.990
1461496,37.400228333,127.111408333,25.400,20.660,15.070,11.940
1462500,37.400230000,127.111405000,25.200,20.650,15.020,11.950
1463500,37.400220000,127.111401667,25.300,20.390,14.790,11.810
1464546,37.400201667,127.111401667,25.500,20.290,14.700,11.780
1465500,37.400195000,127.111405000,25.500,20.380,14.370,11.880
1466503,37.400198333,127.111398333,25.400,20.240,14.170,11.860
1467502,37.400205000,127.111393333,25.200,19.910,13.910,11.670
1468500,37.400205000,127.111388333,24.800,21.080,14.870,12.130
1469544,37.400208333,127.111385000,25.000,23.940,17.040,12.500
1470498,37.400215000,127.111375000,25.000,25.140,17.950,11.890
1471499,37.400206667,127.111358333,24.700,20.180,14.470,9.260
1472500,37.400203333,127.111351667,24.400,20.820,14.910,9.260
1473499,37.400196667,127.111348333,24.500,28.370,20.280,11.490
1474547,37.400183333,127.111333333,24.200,25.190,17.900,9.880
1475505,37.400176667,127.111310000,24.000,26.230,18.540,10.000
1476503,37.400163333,127.111288333,24.000,27.170,19.100,10.100
1477502,37.400161667,127.111271667,23.900,28.300,19.780,10.290
1478509,37.400176667,127.111261667,23.800,28.800,20.040,10.270
1479557,37.400171667,127.111246667,23.800,29.800,20.630,10.440
1480509,37.400163333,127.111241667,23.700,29.980,20.670,10.350
1481505,37.400153333,127.111243333,23.600,30.100,20.680,10.250
1482504,37.400156667,127.111236667,23.800,39.340,27.010,12.300
1484558,37.400143333,127.111231667,24.100,39.270,26.230,10.510
1486507,37.400141667,127.111236667,24.000,32.410,21.690,8.300
1487508,37.400180000,127.111281667,23.700,34.520,22.830,9.390
1488510,37.400210000,127.111321667,23.100,30.810,20.060,9.460
1489556,37.400198333,127.111313333,23.100,25.540,17.180,8.960
1490516,37.400171667,127.111315000,22.400,24.000,16.790,9.280
1491515,37.400178333,127.111333333,21.700,22.690,16.260,9.330
1492512,37.400196667,127.111348333,21.000,22.170,16.180,9.580
1493515,37.400218333,127.111366667,20.500,21.630,16.060,9.770
1494564,37.400235000,127.111383333,20.200,21.140,15.930,9.920
1495516,37.400230000,127.111383333,19.800,21.280,15.640,10.410
1496517,37.400233333,127.111385000,19.600,18.930,14.180,9.740
1497519,37.400230000,127.111385000,19.500,18.390,14.070,9.900
1498516,37.400223333,127.111385000,19.200,17.770,13.900,9.930
1499564,37.400216667,127.111390000,18.800,17.290,13.800,9.970
1500517,37.400205000,127.111393333,18.600,16.910,13.740,10.010
1501520,37.400190000,127.111380000,18.300,16.610,13.700,10.060
1502522,37.400173333,127.111361667,17.900,16.120,13.470,9.910
1503517,37.400161667,127.111346667,17.700,17.530,14.720,10.700
1504567,37.400135000,127.111333333,17.300,16.040,13.570,9.900
1505519,37.400113333,127.111320000,16.800,15.510,12.980,9.490
1506522,37.400098333,127.111296667,16.500,15.870,13.120,9.530
1507522,37.400096667,127.111276667,16.100,15.970,13.110,9.570
1508522,37.400070000,127.111240000,15.900,16.120,13.030,9.610
1509569,37.400061667,127.111225000,15.400,16.460,13.050,9.590
1510522,37.400051667,127.111196667,14.800,17.860,13.900,10.160
1511523,37.400045000,127.111183333,14.500,18.080,13.740,10.080
1512524,37.400041667,127.111166667,13.800,18.670,13.980,10.220
1513524,37.400030000,127.111158333,13.500,18.650,13.830,10.070
1514575,37.400018333,127.111148333,13.200,18.760,13.830,10.020
1515524,37.400015000,127.111138333,12.800,18.920,13.890,10.010
1516525,37.400025000,127.111133333,12.600,19.080,13.890,9.950
1517526,37.400033333,127.111118333,12.200,19.290,14.020,10.010
1518526,37.400038333,127.111115000,11.900,19.310,14.070,10.060
1519574,37.400045000,127.111100000,11.800,19.220,14.060,10.060
1520532,37.400055000,127.111081667,11.800,19.210,14.100,10.100
1521530,37.400060000,127.111086667,11.800,19.160,14.220,10.130
1522532,37.400068333,127.111088333,11.800,18.980,14.260,10.100
1523536,37.400078333,127.111093333,12.000,19.060,14.390,10.150
1524575,37.400078333,127.111105000,12.200,18.970,14.480,10.200
1525532,37.400078333,127.111113333,12.500,19.150,14.750,10.410
1526540,37.400075000,127.111121667,12.900,19.050,14.770,10.460
1527528,37.400068333,127.111130000,13.600,19.110,14.880,10.570
1528534,37.400065000,127.111131667,14.200,19.130,14.940,10.680
1529581,37.400061667,127.111128333,14.800,19.140,14.980,10.770
1530537,37.400050000,127.111115000,15.600,19.070,14.950,10.820
1531537,37.400038333,127.111106667,16.400,19.230,15.150,11.060
1532539,37.400033333,127.111103333,17.100,19.040,15.030,11.070
1533536,37.400026667,127.111093333,17.800,18.960,14.970,11.110
1534584,37.400018333,127.111081667,18.700,18.900,14.920,11.160
1535544,37.400008333,127.111075000,19.600,18.650,14.690,11.120
1536534,37.399991667,127.111041667,19.600,19.510,15.390,11.830
1537535,37.399976667,127.111013333,19.600,19.710,15.510,12.100
1538539,37.399970000,127.110986667,19.700,19.650,15.330,12.160
1539584,37.399971667,127.110965000,19.800,19.370,14.970,12.040
1540539,37.399975000,127.110945000,20.000,18.840,14.520,11.750
1541542,37.399980000,127.110936667,19.700,17.040,13.250,10.660
1542540,37.399986667,127.110928333,19.800,17.770,13.860,11.150
1543542,37.400006667,127.110936667,19.900,18.220,14.210,11.420
1544587,37.400023333,127.110941667,19.900,17.580,13.730,10.970
1545542,37.400036667,127.110933333,19.700,17.560,13.730,10.930
1546546,37.400040000,127.110926667,19.700,18.220,14.280,11.230
1547544,37.400053333,127.110921667,19.300,18.860,14.750,11.550
1548544,37.400071667,127.110921667,18.700,18.860,14.730,11.490
1549589,37.400090000,127.110908333,17.400,19.100,15.020,11.670
1550545,37.400111667,127.110910000,16.400,19.010,15.010,11.600
1551546,37.400136667,127.110928333,16.100,18.320,14.600,11.220
1552548,37.400170000,127.110955000,15.200,18.380,14.710,11.230
1553545,37.400195000,127.110986667,14.300,18.560,14.910,11.340
1554596,37.400213333,127.111011667,13.900,18.150,14.610,11.060
1555547,37.400233333,127.111031667,13.500,18.100,14.460,10.930
1556547,37.400243333,127.111053333,13.300,18.340,14.520,11.000
1557548,37.400228333,127.111061667,13.000,19.640,15.290,11.550
1558546,37.400210000,127.111070000,12.700,20.130,15.400,11.620
1559590,37.400198333,127.111070000,12.300,20.960,15.750,11.910
1560543,37.400180000,127.111076667,11.800,21.340,15.890,12.070
1561545,37.400163333,127.111088333,11.400,21.170,15.720,12.020
1562547,37.400151667,127.111095000,11.000,21.220,15.650,12.040
1563545,37.400140000,127.111111667,10.600,21.950,16.050,12.470
1564592,37.400140000,127.111130000,10.100,21.800,15.860,12.430
1565549,37.400136667,127.111141667,9.700,22.000,15.840,12.500
1566550,37.400126667,127.111146667,9.400,22.370,15.950,12.650
1567546,37.400121667,127.111146667,9.100,22.630,16.020,12.740
1568548,37.400126667,127.111151667,8.900,22.780,16.030,12.750
1569592,37.400121667,127.111150000,8.800,22.850,16.020,12.710
1570550,37.400106667,127.111141667,8.700,22.990,16.080,12.720
1571551,37.400090000,127.111121667,8.700,23.130,16.150,12.730
1572549,37.400081667,127.111106667,8.600,23.270,16.220,12.750
1573550,37.400068333,127.111085000,8.800,22.850,15.940,12.630
1574599,37.400053333,127.111075000,8.800,22.110,15.450,12.260
1575559,37.400056667,127.111075000,9.000,18.350,12.920,10.200
1576551,37.400061667,127.111086667,9.200,18.430,13.080,10.250
1577559,37.400066667,127.111096667,9.400,19.300,13.780,10.700
1578558,37.400080000,127.111103333,9.600,18.970,13.660,10.590
1579599,37.400091667,127.111116667,9.600,19.490,14.120,10.970
1580556,37.400091667,127.111123333,9.500,19.850,14.400,11.290
1581560,37.400091667,127.111133333,9.700,19.320,13.950,11.190
1582556,37.400091667,127.111136667,9.800,19.370,13.940,11.400
1583558,37.400098333,127.111141667,9.900,19.410,13.900,11.580
1584613,37.400091667,127.111145000,10.200,19.490,13.750,11.730
1585559,37.400083333,127.111148333,10.400,19.630,13.770,11.900
1586579,37.400090000,127.111166667,10.400,19.620,13.750,11.990
1587561,37.400095000,127.111180000,10.600,19.760,13.860,12.150
1588575,37.400093333,127.111186667,11.000,20.020,14.000,12.400
1589604,37.400093333,127.111195000,11.300,20.350,13.480,12.710
1590578,37.400106667,127.111218333,11.500,20.840,13.510,13.130
1591560,37.400123333,127.111238333,11.800,18.930,12.310,12.030
1592577,37.400143333,127.111248333,11.900,18.910,12.440,12.130
1593566,37.400160000,127.111260000,12.100,19.140,12.800,12.380
1594621,37.400160000,127.111256667,12.300,19.180,13.060,12.490
1595562,37.400161667,127.111243333,12.300,19.260,13.340,12.620
1596575,37.400160000,127.111233333,12.300,18.740,13.420,12.420
1597573,37.400158333,127.111228333,12.400,17.660,12.790,12.070
1598572,37.400160000,127.111231667,12.900,17.470,12.760,11.990
1599626,37.400156667,127.111230000,13.400,17.610,13.030,12.140
1600570,37.400148333,127.111223333,13.800,17.470,13.080,12.040
1601587,37.400145000,127.111221667,14.400,17.290,13.110,11.900
1602569,37.400153333,127.111223333,14.800,17.170,13.240,11.870
1603588,37.400156667,127.111233333,15.300,16.910,13.430,11.830
1604616,37.400158333,127.111246667,15.900,16.640,13.540,11.750
1605587,37.400160000,127.111246667,16.300,17.590,14.680,12.370
1606569,37.400161667,127.111246667,16.800,16.240,13.750,11.330
1607595,37.400163333,127.111241667,17.400,15.540,13.270,10.780
1608575,37.400158333,127.111233333,18.100,15.510,13.330,10.670
1609636,37.400160000,127.111228333,18.500,15.750,13.630,10.750
1610577,37.400160000,127.111231667,19.100,15.900,13.540,10.700
1611592,37.400140000,127.111221667,19.200,16.050,13.360,10.600
1612573,37.400113333,127.111213333,19.400,15.900,13.050,10.410
1613591,37.400115000,127.111221667,19.500,16.190,13.090,10.370
1614625,37.400125000,127.111230000,19.700,15.610,12.450,9.780
1615586,37.400121667,127.111223333,19.500,16.330,13.060,10.130
1616575,37.400118333,127.111218333,19.100,17.450,13.990,10.670
1617586,37.400110000,127.111220000,18.800,17.870,14.370,10.790
1618579,37.400105000,127.111221667,18.600,18.300,14.750,10.990
1619628,37.400115000,127.111243333,18.800,17.880,14.230,10.590
1620590,37.400125000,127.111261667,19.300,18.150,14.270,10.690
1621579,37.400140000,127.111286667,19.900,17.950,13.810,10.550
1622592,37.400135000,127.111291667,20.900,18.080,13.690,10.590
1623580,37.400151667,127.111321667,21.600,18.670,13.970,10.720
1624633,37.400170000,127.111346667,22.200,19.230,14.210,10.850
1625580,37.400180000,127.111356667,23.300,19.350,14.090,10.920
1626589,37.400178333,127.111361667,24.300,19.370,13.960,10.930
1627592,37.400185000,127.111363333,25.300,18.360,13.100,10.310
1628579,37.400188333,127.111360000,26.200,19.370,13.740,10.900
1629641,37.400196667,127.111376667,27.200,19.610,13.840,11.050
1630580,37.400206667,127.111376667,28.200,19.890,13.960,11.240
1631600,37.400208333,127.111370000,29.200,19.290,13.580,11.040
1632581,37.400231667,127.111403333,29.500,20.140,14.270,11.470
1633604,37.400261667,127.111433333,29.900,19.730,14.370,11.500
1634638,37.400295000,127.111448333,30.100,19.560,14.540,11.570
1635600,37.400326667,127.111476667,30.600,20.020,15.110,12.000
1636583,37.400366667,127.111503333,30.800,20.180,15.350,12.210
1637607,37.400426667,127.111516667,29.900,18.970,14.750,11.760
1638589,37.400461667,127.111543333,30.400,18.450,14.440,11.530
1639650,37.400493333,127.111566667,31.100,18.860,14.830,11.930
1640587,37.400521667,127.111586667,31.600,18.810,14.740,11.960
1641600,37.400543333,127.111601667,32.200,19.080,14.920,12.160
1642591,37.400563333,127.111620000,32.900,19.040,14.860,12.130
1643602,37.400570000,127.111643333,33.400,18.960,14.750,12.080
1644636,37.400571667,127.111653333,34.000,18.890,14.660,12.030
1645604,37.400570000,127.111665000,34.700,18.850,14.590,11.990
1646591,37.400568333,127.111661667,35.200,18.730,14.500,11.890
1647604,37.400561667,127.111661667,35.800,18.920,14.570,11.970
1648591,37.400556667,127.111655000,36.400,17.770,13.730,11.260
1649654,37.400550000,127.111651667,37.000,17.590,13.610,11.180
1650593,37.400546667,127.111648333,37.500,17.410,13.500,11.100
1651606,37.400548333,127.111643333,38.100,16.690,13.100,10.670
1652596,37.400550000,127.111648333,38.800,17.220,13.670,11.030
1653602,37.400556667,127.111653333,39.200,17.330,14.050,11.130
1654661,37.400563333,127.111660000,39.800,17.360,14.180,11.180
1655608,37.400573333,127.111663333,40.400,17.420,14.460,11.250
1656610,37.400585000,127.111656667,40.900,17.230,14.560,11.160
1657596,37.400595000,127.111638333,41.200,17.270,14.840,11.210
1658608,37.400605000,127.111625000,41.400,17.630,15.550,11.460
1659657,37.400625000,127.111610000,41.700,17.780,16.160,11.580
1660596,37.400638333,127.111593333,41.800,17.820,16.700,11.580
1661611,37.400653333,127.111571667,41.700,16.750,16.180,10.860
1662600,37.400665000,127.111543333,41.300,17.730,17.660,11.440
1663612,37.400676667,127.111506667,41.000,17.550,17.810,11.340
1664648,37.400680000,127.111496667,41.000,17.230,17.650,11.100
